order_id,date,customer_id,age,gender,city,region,income,category,subcategory,price,quantity,discount_percent,final_amount,payment_method,customer_segment,marketing_campaign,marketing_channel,device_type,shipping_method,satisfaction_rating,returned,acquisition_source,customer_lifetime_value,retention_score,month,year,day_of_week,quarter,season,registration_date,days_since_registration,Average Order Value,revenue_per_customer,discount_amount,gross_revenue,net_revenue,roi,conversion_rate
ORD010275,2023-12-05,CUST01657,56,Female,Luxor,Upper Egypt,6518,Automotive,Tools,1698,2,21,2682.84,Credit Card,Regular,Black Friday,Outdoor,Mobile,Express,4.5,False,Email,74046.38,91.0,12,2023,Tuesday,Q4,Winter,2021-09-21,805,1341.42,0.8996780684104628,356.58,3396,2682.84,6.523809523809525,7
ORD010276,2023-11-20,CUST02742,45,Male,Aswan,Upper Egypt,9193,Books,Technical,462,2,0,924.0,Credit Card,Premium,No Campaign,Radio,Desktop,Same Day,4.2,False,Social Media,18849.6,78.0,11,2023,Monday,Q4,Fall,2021-09-20,791,462.0,0.30985915492957744,0.0,924,924.0,inf,4
ORD010277,2021-08-29,CUST00474,34,Male,Mansoura,Delta,5286,Health,Wellness,221,8,21,1396.72,Digital Wallet,Regular,Summer Sale,Print,Voice Assistant,Store Pickup,3.8,False,Organic Search,11732.45,61.0,8,2021,Sunday,Q3,Summer,2021-08-25,4,174.59,0.4683836351441985,46.41,1768,1396.72,29.095238095238095,6
ORD010278,2023-10-15,CUST00988,22,Male,Zagazig,Delta,4620,Books,Religion,138,1,0,138.0,Buy Now Pay Later,Budget,No Campaign,Radio,Mobile,Standard,3.2,False,Direct,4802.4,54.0,10,2023,Sunday,Q4,Fall,2021-07-25,812,138.0,0.04627766599597585,0.0,138,138.0,inf,3
ORD010279,2022-01-21,CUST00777,42,Female,Port Said,Suez Canal,8775,Health,Supplements,415,1,0,415.0,Mobile Payment,Premium,No Campaign,Outdoor,Tablet,Express,3.5,False,Event,8466.0,72.0,1,2022,Friday,Q1,Winter,2021-10-22,91,415.0,0.1391683433936955,0.0,415,415.0,inf,9
ORD010280,2023-05-25,CUST00858,43,Female,Zagazig,Delta,8920,Home & Garden,Kitchen,375,3,44,630.0,Mobile Payment,Premium,Flash Sale,Affiliate,Mobile,Express,3.7,False,Organic Search,25704.0,70.0,5,2023,Thursday,Q2,Spring,2021-03-04,812,210.0,0.2112676056338028,165.0,1125,630.0,2.8181818181818183,5
ORD010281,2021-11-02,CUST01931,57,Female,Zagazig,Delta,9064,Food,Organic,83,3,25,-186.75,Mobile Payment,Premium,Black Friday,Email,Smart TV,Express,3.8,True,Paid Search,-9636.3,59.0,11,2021,Tuesday,Q4,Fall,2021-10-17,16,-62.25,-0.06262575452716297,20.75,249,-186.75,-10.0,8
ORD010282,2024-01-09,CUST01073,22,Male,Luxor,Upper Egypt,4279,Books,Technical,172,1,0,172.0,Buy Now Pay Later,First-time,No Campaign,Outdoor,Mobile,Express,4.1,False,TV Ad,7224.0,61.0,1,2024,Tuesday,Q1,Winter,2021-02-15,1058,172.0,0.05767940979208585,0.0,172,172.0,inf,7
ORD010283,2021-03-19,CUST00557,19,Female,Ismailia,Suez Canal,6861,Sports,Individual Sports,1169,2,7,2174.34,Buy Now Pay Later,Budget,Mother Day,TV,Mobile,Store Pickup,4.0,False,Social Media,114805.15,67.0,3,2021,Friday,Q1,Spring,2021-03-13,6,1087.17,0.7291549295774649,81.83,2338,2174.34,25.571428571428573,4
ORD010284,2023-06-22,CUST00982,60,Female,Tanta,Delta,8187,Health,Wellness,363,6,0,-2178.0,Credit Card,Regular,No Campaign,Search Engine,Mobile,Express,3.1,True,Print Ad,-10454.4,44.0,6,2023,Thursday,Q2,Summer,2021-04-26,787,-363.0,-0.7303822937625755,0.0,2178,-2178.0,-inf,3
ORD010285,2023-06-16,CUST00710,22,Male,Aswan,Upper Egypt,7798,Food,Frozen,220,3,6,620.4,Mobile Payment,Budget,Flash Sale,TV,Tablet,Store Pickup,3.6,False,Paid Search,32757.12,52.0,6,2023,Friday,Q2,Summer,2021-05-23,754,206.79999999999998,0.20804828973843056,13.2,660,620.4,46.0,3
ORD010286,2023-01-14,CUST01523,47,Female,Cairo,Greater Cairo,10266,Travel,Comfort,1675,1,0,1675.0,Bank Transfer,Regular,No Campaign,Outdoor,Mobile,Standard,2.9,False,Social Media,86430.0,52.0,1,2023,Saturday,Q1,Winter,2021-05-26,598,1675.0,0.5617035546613012,0.0,1675,1675.0,inf,8
ORD010287,2022-06-17,CUST01988,33,Male,Zagazig,Delta,6154,Health,Medical Devices,523,3,36,-1004.16,Cryptocurrency,Regular,Summer Sale,Search Engine,Mobile,Store Pickup,3.7,True,Direct,-15664.9,77.0,6,2022,Friday,Q2,Summer,2021-04-08,435,-334.71999999999997,-0.3367404426559356,188.28,1569,-1004.16,-6.333333333333334,4
ORD010288,2023-12-15,CUST02673,46,Female,Mansoura,Delta,3232,Automotive,Tools,1082,3,0,3246.0,Credit Card,Budget,No Campaign,Outdoor,Mobile,Express,4.0,False,Influencer,183074.4,74.0,12,2023,Friday,Q4,Winter,2021-08-14,853,1082.0,1.0885311871227363,0.0,3246,3246.0,inf,6
ORD010289,2022-12-02,CUST00017,69,Female,Ismailia,Suez Canal,8205,Health,Wellness,734,5,11,3266.3,Credit Card,Premium,Holiday Special,Radio,Mobile,Same Day,4.1,False,Social Media,54873.84,73.0,12,2022,Friday,Q4,Winter,2021-01-01,700,653.26,1.0953386988598257,80.74,3670,3266.3,39.45454545454546,5
ORD010290,2021-05-31,CUST02854,48,Female,Damanhur,Delta,6761,Electronics,Smartphones,6017,3,16,15162.84,Gift Card,Regular,Flash Sale,Search Engine,Mobile,Express,3.9,False,Paid Search,309321.94,59.0,5,2021,Monday,Q2,Spring,2021-02-11,109,5054.28,5.084788732394366,962.72,18051,15162.84,14.75,3
ORD010291,2023-10-13,CUST02029,57,Male,Aswan,Upper Egypt,7008,Home & Garden,Kitchen,101,1,9,91.91,Cash on Delivery,Regular,Flash Sale,Outdoor,Desktop,Store Pickup,3.4,False,Email,1654.38,47.0,10,2023,Friday,Q4,Fall,2021-12-02,680,91.91,0.030821596244131454,9.09,101,91.91,9.11111111111111,2
ORD010292,2023-08-30,CUST01674,29,Female,Suez,Suez Canal,9863,Electronics,Gaming,2272,2,23,3498.88,Digital Wallet,Premium,Flash Sale,Social Media,Tablet,Same Day,4.6,False,Email,104966.4,94.0,8,2023,Wednesday,Q3,Summer,2021-12-25,613,1749.44,1.1733333333333333,522.56,4544,3498.88,5.695652173913045,4
ORD010293,2023-09-22,CUST01709,32,Male,Ismailia,Suez Canal,4425,Electronics,Audio,5178,1,35,3365.7,Mobile Payment,First-time,Back to School,Social Media,Mobile,Standard,4.0,False,Social Media,189825.48,83.0,9,2023,Friday,Q3,Fall,2021-01-08,987,3365.7,1.128672032193159,1812.3,5178,3365.7,0.8571428571428571,5
ORD010294,2023-10-01,CUST01287,32,Male,Sohag,Upper Egypt,6470,Clothing,Accessories,1115,3,13,2910.15,Gift Card,Budget,Back to School,Print,Mobile,Store Pickup,3.7,False,Direct,164132.46,73.0,10,2023,Sunday,Q4,Fall,2021-01-26,978,970.0500000000001,0.9759054325955735,144.95,3345,2910.15,19.07692307692308,9
ORD010295,2023-11-06,CUST00176,24,Female,Cairo,Greater Cairo,11605,Sports,Fitness,617,3,32,1258.68,Mobile Payment,Regular,Black Friday,Social Media,Mobile,Express,3.8,False,Paid Search,33229.15,81.0,11,2023,Monday,Q4,Fall,2021-04-24,926,419.56,0.42209255533199197,197.44,1851,1258.68,5.375,13
ORD010296,2023-04-20,CUST00920,31,Female,Tanta,Delta,7481,Electronics,Tablets,5444,3,39,9962.52,Bank Transfer,Budget,Spring Sale,Mobile App,Tablet,Store Pickup,4.4,False,TV Ad,35865.07,78.0,4,2023,Thursday,Q2,Spring,2021-04-27,723,3320.84,3.3408853118712276,2123.16,16332,9962.52,3.692307692307693,10
ORD010297,2022-06-12,CUST00890,50,Female,Giza,Greater Cairo,14970,Travel,Guides,1931,2,0,3862.0,Credit Card,VIP,No Campaign,Email,Tablet,Same Day,3.4,False,TV Ad,18537.6,64.0,6,2022,Sunday,Q2,Summer,2021-10-01,254,1931.0,1.295103957075788,0.0,3862,3862.0,inf,7
ORD010298,2023-03-22,CUST00498,61,Male,Cairo,Greater Cairo,11939,Electronics,Smartphones,7487,1,13,6513.69,Cash on Delivery,Regular,Mother Day,Email,Mobile,Store Pickup,4.0,False,Social Media,359555.69,63.0,3,2023,Wednesday,Q1,Spring,2021-07-31,599,6513.69,2.1843360160965792,973.31,7487,6513.69,5.692307692307692,3
ORD010299,2023-07-04,CUST01601,57,Male,Giza,Greater Cairo,9565,Books,Religion,321,2,32,436.56,Credit Card,Regular,Flash Sale,TV,Mobile,Express,3.9,False,Direct,7858.08,54.0,7,2023,Tuesday,Q3,Summer,2021-07-06,728,218.28,0.14639839034205232,102.72,642,436.56,3.2500000000000004,9
ORD010300,2023-10-21,CUST01033,46,Male,Sohag,Upper Egypt,7760,Books,Educational,462,4,0,1848.0,Bank Transfer,Regular,No Campaign,Social Media,Tablet,Store Pickup,3.5,False,Email,4435.2,51.0,10,2023,Saturday,Q4,Fall,2021-02-03,990,462.0,0.6197183098591549,0.0,1848,1848.0,inf,5
ORD010301,2021-10-05,CUST02246,28,Female,Tanta,Delta,7896,Toys,Educational,92,3,0,276.0,Mobile Payment,Regular,No Campaign,Search Engine,Tablet,Standard,3.6,False,Social Media,331.2,77.0,10,2021,Tuesday,Q4,Fall,2021-10-01,4,92.0,0.0925553319919517,0.0,276,276.0,inf,7
ORD010302,2023-12-25,CUST02887,66,Female,Alexandria,Alexandria,15626,Books,Religion,428,4,26,1266.88,Credit Card,Premium,Holiday Special,Radio,Mobile,Express,4.3,False,Organic Search,50168.45,69.0,12,2023,Monday,Q4,Winter,2021-07-15,893,316.72,0.4248423876592891,111.28,1712,1266.88,10.384615384615385,8
ORD010303,2023-08-12,CUST02227,66,Female,Giza,Greater Cairo,13105,Health,Fitness,770,1,45,423.5,Digital Wallet,Premium,Summer Sale,Radio,Tablet,Same Day,4.4,False,Event,16262.4,82.0,8,2023,Saturday,Q3,Summer,2021-05-22,812,423.5,0.142018779342723,346.5,770,423.5,0.2222222222222222,2
ORD010304,2022-05-28,CUST01981,20,Male,Sohag,Upper Egypt,5322,Software,Productivity,1239,4,0,4956.0,Digital Wallet,Regular,No Campaign,Direct,Tablet,Standard,4.2,False,Direct,166521.6,59.0,5,2022,Saturday,Q2,Spring,2021-12-29,150,1239.0,1.6619718309859155,0.0,4956,4956.0,inf,10
ORD010305,2022-06-19,CUST02277,28,Female,Damanhur,Delta,5396,Beauty,Tools,380,5,0,1900.0,Mobile Payment,Regular,No Campaign,Affiliate,Mobile,Standard,3.9,False,Affiliate,79800.0,59.0,6,2022,Sunday,Q2,Summer,2021-03-21,455,380.0,0.6371562709590879,0.0,1900,1900.0,inf,7
ORD010306,2023-12-25,CUST00452,28,Female,Giza,Greater Cairo,6633,Electronics,Gaming,2395,1,0,2395.0,Credit Card,Budget,No Campaign,Search Engine,Mobile,Store Pickup,3.4,False,Email,109212.0,56.0,12,2023,Monday,Q4,Winter,2021-02-21,1037,2395.0,0.8031522468142186,0.0,2395,2395.0,inf,7
ORD010307,2023-07-03,CUST01506,58,Female,Damanhur,Delta,9235,Clothing,Shoes,1452,3,0,4356.0,Digital Wallet,Premium,No Campaign,Direct,Tablet,Express,4.2,False,Partnership,224769.6,82.0,7,2023,Monday,Q3,Summer,2021-12-14,566,1452.0,1.460764587525151,0.0,4356,4356.0,inf,7
ORD010308,2023-07-22,CUST02213,18,Male,Suez,Suez Canal,8970,Electronics,Tablets,1934,3,28,4177.44,Credit Card,Regular,Summer Sale,Search Engine,Mobile,Store Pickup,3.4,False,Partnership,230594.69,58.0,7,2023,Saturday,Q3,Summer,2021-10-26,634,1392.4799999999998,1.4008853118712272,541.52,5802,4177.44,6.7142857142857135,3
ORD010309,2023-07-22,CUST00308,41,Female,Suez,Suez Canal,4350,Books,Fiction,327,2,0,654.0,Debit Card,Budget,No Campaign,Email,Mobile,Store Pickup,3.2,False,Partnership,33746.4,41.0,7,2023,Saturday,Q3,Summer,2021-11-24,605,327.0,0.2193158953722334,0.0,654,654.0,inf,6
ORD010310,2023-09-04,CUST00692,67,Female,Suez,Suez Canal,12779,Books,Non-Fiction,80,1,25,60.0,Digital Wallet,VIP,Back to School,Print,Mobile,Same Day,4.0,False,Referral,1800.0,81.0,9,2023,Monday,Q3,Fall,2021-06-07,819,60.0,0.02012072434607646,20.0,80,60.0,2.0,9
ORD010311,2024-01-06,CUST01159,22,Male,Cairo,Greater Cairo,11886,Sports,Individual Sports,1459,2,0,2918.0,Mobile Payment,Premium,No Campaign,Outdoor,Desktop,Next Day,4.2,False,Organic Search,21009.6,80.0,1,2024,Saturday,Q1,Winter,2021-12-18,749,1459.0,0.9785378940308518,0.0,2918,2918.0,inf,2
ORD010312,2023-12-26,CUST02535,61,Female,Aswan,Upper Egypt,8459,Home & Garden,Tools,1735,3,39,3175.05,Credit Card,Premium,Black Friday,Radio,Mobile,Express,4.6,False,Print Ad,175262.76,95.0,12,2023,Tuesday,Q4,Winter,2021-11-04,782,1058.3500000000001,1.064738430583501,676.65,5205,3175.05,3.6923076923076925,8
ORD010313,2022-04-09,CUST02871,25,Female,Cairo,Greater Cairo,11816,Beauty,Skincare,271,8,31,1495.92,Credit Card,Premium,Spring Sale,Referral,Mobile,Same Day,3.8,False,Paid Search,5385.31,69.0,4,2022,Saturday,Q2,Spring,2021-08-01,251,186.99,0.5016498993963783,84.01,2168,1495.92,16.806451612903224,4
ORD010314,2023-10-24,CUST01858,53,Male,Sharm El Sheikh,Red Sea,5162,Health,Supplements,410,2,25,615.0,Cash on Delivery,Budget,Flash Sale,Email,Mobile,Express,3.7,False,Paid Search,14760.0,54.0,10,2023,Tuesday,Q4,Fall,2021-10-30,724,307.5,0.2062374245472837,102.5,820,615.0,5.0,2
ORD010315,2023-04-04,CUST00596,54,Female,Giza,Greater Cairo,9759,Automotive,Electronics,1923,1,19,1557.63,Cash on Delivery,Regular,Spring Sale,Social Media,Mobile,Standard,3.4,False,Paid Search,37383.12,61.0,4,2023,Tuesday,Q2,Spring,2021-12-30,460,1557.63,0.522344064386318,365.37,1923,1557.63,3.2631578947368425,4
ORD010316,2024-01-02,CUST02649,26,Male,Damanhur,Delta,8463,Travel,Comfort,2085,1,10,1876.5,Mobile Payment,Premium,New Year,Direct,Mobile,Same Day,4.9,False,Print Ad,38280.6,100.0,1,2024,Tuesday,Q1,Winter,2021-02-28,1038,1876.5,0.6292756539235412,208.5,2085,1876.5,8.0,5
ORD010317,2023-03-16,CUST02494,69,Male,Sharm El Sheikh,Red Sea,7709,Clothing,Womens,643,2,10,1157.4,Debit Card,Regular,Mother Day,Social Media,Mobile,Standard,3.9,False,Influencer,47221.92,71.0,3,2023,Thursday,Q1,Spring,2021-11-14,487,578.7,0.3881287726358149,64.3,1286,1157.4,17.000000000000004,8
ORD010318,2023-11-07,CUST00717,37,Female,Tanta,Delta,4163,Electronics,Smartphones,1060,3,39,1939.8,Gift Card,First-time,Holiday Special,Mobile App,Tablet,Express,3.4,False,Direct,102421.44,52.0,11,2023,Tuesday,Q4,Fall,2021-10-12,756,646.6,0.6505030181086519,413.4,3180,1939.8,3.6923076923076925,3
ORD010319,2023-10-07,CUST02460,28,Female,Suez,Suez Canal,4681,Electronics,Gaming,6151,3,0,18453.0,Digital Wallet,First-time,No Campaign,Mobile App,Tablet,Express,3.1,False,Referral,531446.4,46.0,10,2023,Saturday,Q4,Fall,2021-01-28,982,6151.0,6.188128772635815,0.0,18453,18453.0,inf,6
ORD010320,2023-03-24,CUST00311,42,Male,Aswan,Upper Egypt,6812,Health,Supplements,951,2,16,1597.68,Cash on Delivery,Budget,Spring Sale,Email,Desktop,Express,4.1,False,Partnership,36427.1,71.0,3,2023,Friday,Q1,Spring,2021-05-14,679,798.84,0.535774647887324,152.16,1902,1597.68,9.5,7
ORD010321,2022-03-13,CUST01429,26,Male,Zagazig,Delta,7550,Home & Garden,Appliance,1797,2,0,3594.0,Digital Wallet,Budget,No Campaign,Mobile App,Mobile,Standard,3.1,False,Organic Search,116445.6,48.0,3,2022,Sunday,Q1,Spring,2021-03-08,370,1797.0,1.20523138832998,0.0,3594,3594.0,inf,4
ORD010322,2022-10-12,CUST00994,25,Female,Alexandria,Alexandria,12168,Beauty,Skincare,160,6,0,960.0,Mobile Payment,Premium,No Campaign,Direct,Mobile,Same Day,4.0,False,Affiliate,11520.0,78.0,10,2022,Wednesday,Q4,Fall,2021-12-03,313,160.0,0.32193158953722334,0.0,960,960.0,inf,5
ORD010323,2021-09-15,CUST00753,50,Male,Cairo,Greater Cairo,16231,Travel,Guides,2436,2,18,3995.04,Credit Card,VIP,Back to School,Affiliate,Mobile,Same Day,4.8,False,Email,119851.2,92.0,9,2021,Wednesday,Q3,Fall,2021-06-05,102,1997.52,1.339718309859155,438.48,4872,3995.04,8.11111111111111,6
ORD010324,2023-07-07,CUST00821,27,Female,Giza,Greater Cairo,9951,Health,Medical Devices,695,5,0,3475.0,Digital Wallet,Premium,No Campaign,TV,Mobile,Express,4.1,False,Referral,16680.0,80.0,7,2023,Friday,Q3,Summer,2021-02-16,871,695.0,1.165325285043595,0.0,3475,3475.0,inf,6
ORD010325,2021-09-14,CUST00857,31,Female,Minya,Upper Egypt,3157,Electronics,Laptops,794,3,14,2048.52,Credit Card,Budget,Back to School,TV,Mobile,Standard,4.0,False,Influencer,100787.18,69.0,9,2021,Tuesday,Q3,Fall,2021-09-07,7,682.84,0.6869617706237424,111.16,2382,2048.52,17.428571428571427,5
ORD010326,2022-12-23,CUST00311,42,Male,Aswan,Upper Egypt,6812,Home & Garden,Decor,1106,1,26,818.44,Debit Card,Budget,Holiday Special,Radio,Mobile,Standard,3.7,False,Social Media,20624.69,75.0,12,2022,Friday,Q4,Winter,2021-05-14,588,818.44,0.2744600938967136,287.56,1106,818.44,1.8461538461538465,7
ORD010327,2021-10-31,CUST02022,68,Male,Tanta,Delta,9596,Books,Technical,380,2,35,494.0,Cash on Delivery,Regular,Flash Sale,Influencer,Mobile,Express,4.2,False,Event,5335.2,77.0,10,2021,Sunday,Q4,Fall,2021-08-26,66,247.0,0.16566063044936286,133.0,760,494.0,2.7142857142857144,5
ORD010328,2023-12-03,CUST02294,31,Female,Aswan,Upper Egypt,5284,Home & Garden,Tools,2971,2,36,3802.88,Cryptocurrency,Regular,Holiday Special,TV,Smart TV,Express,4.1,False,Referral,59324.93,79.0,12,2023,Sunday,Q4,Winter,2021-04-15,962,1901.44,1.2752783366867875,1069.56,5942,3802.88,2.555555555555556,5
ORD010329,2022-05-01,CUST01988,33,Male,Zagazig,Delta,6154,Clothing,Mens,140,3,24,319.2,Debit Card,Regular,Flash Sale,Social Media,Mobile,Store Pickup,4.2,False,Event,5745.6,61.0,5,2022,Sunday,Q2,Spring,2021-04-08,388,106.39999999999999,0.10704225352112676,33.6,420,319.2,8.499999999999998,4
ORD010330,2023-05-14,CUST02807,30,Male,Zagazig,Delta,3889,Travel,Guides,1972,1,0,1972.0,Cryptocurrency,First-time,No Campaign,Affiliate,Mobile,Express,3.9,False,TV Ad,115953.6,62.0,5,2023,Sunday,Q2,Spring,2021-03-06,799,1972.0,0.6613011401743796,0.0,1972,1972.0,inf,3
ORD010331,2022-03-06,CUST02124,37,Male,Ismailia,Suez Canal,7889,Beauty,Hair Care,368,8,36,1884.16,Credit Card,Regular,Mother Day,Email,Tablet,Express,3.9,False,Paid Search,40697.86,79.0,3,2022,Sunday,Q1,Spring,2021-06-14,265,235.52,0.6318443997317237,132.48,2944,1884.16,13.222222222222223,8
ORD010332,2023-07-01,CUST02265,21,Male,Port Said,Suez Canal,11457,Sports,Apparel,328,2,0,656.0,Credit Card,Regular,No Campaign,Outdoor,Mobile,Store Pickup,3.4,False,Email,29913.6,63.0,7,2023,Saturday,Q3,Summer,2021-07-02,729,328.0,0.2199865861837693,0.0,656,656.0,inf,5
ORD010333,2021-10-20,CUST01918,52,Male,Alexandria,Alexandria,9123,Travel,Luggage,1962,1,0,1962.0,Mobile Payment,Premium,No Campaign,Mobile App,Desktop,Same Day,4.4,False,Event,28252.8,80.0,10,2021,Wednesday,Q4,Fall,2021-10-19,1,1962.0,0.6579476861167002,0.0,1962,1962.0,inf,3
ORD010334,2023-05-14,CUST01337,20,Female,Aswan,Upper Egypt,7849,Books,Fiction,434,4,38,1076.32,Digital Wallet,Regular,Flash Sale,Outdoor,Tablet,Store Pickup,4.3,False,Social Media,63287.62,86.0,5,2023,Sunday,Q2,Spring,2021-10-28,563,269.08,0.3609389671361502,164.92,1736,1076.32,5.526315789473684,5
ORD010335,2023-07-22,CUST02791,65,Female,Mansoura,Delta,8648,Health,Pharmacy,461,8,16,3097.92,Cash on Delivery,Regular,Flash Sale,Affiliate,Mobile,Express,3.4,False,Organic Search,144982.66,55.0,7,2023,Saturday,Q3,Summer,2021-08-02,719,387.24,1.0388732394366198,73.76,3688,3097.92,40.99999999999999,3
ORD010336,2021-11-14,CUST02469,36,Male,Luxor,Upper Egypt,5372,Beauty,Makeup,714,8,14,4912.32,Mobile Payment,Budget,Black Friday,Referral,Tablet,Standard,3.7,False,Referral,265265.28,52.0,11,2021,Sunday,Q4,Fall,2021-04-14,214,614.04,1.6473239436619718,99.96,5712,4912.32,48.142857142857146,7
ORD010337,2023-04-27,CUST01562,33,Female,Mansoura,Delta,6509,Beauty,Makeup,605,4,33,1621.4,Cryptocurrency,Budget,Ramadan,Outdoor,Tablet,Express,3.4,False,TV Ad,89501.28,52.0,4,2023,Thursday,Q2,Spring,2021-09-12,592,405.35,0.5437290409121396,199.65,2420,1621.4,7.121212121212121,6
ORD010338,2021-03-28,CUST02783,28,Male,Sohag,Upper Egypt,6299,Food,Dairy,34,3,17,84.66,Buy Now Pay Later,Budget,Spring Sale,Outdoor,Desktop,Express,3.9,False,Print Ad,2235.02,68.0,3,2021,Sunday,Q1,Spring,2021-01-14,73,28.22,0.02839034205231388,5.78,102,84.66,13.647058823529411,10
ORD010339,2023-05-21,CUST02502,26,Female,Tanta,Delta,6715,Health,Personal Care,636,3,0,1908.0,Mobile Payment,Budget,No Campaign,TV,Desktop,Standard,3.5,False,Affiliate,107611.2,67.0,5,2023,Sunday,Q2,Spring,2021-12-08,529,636.0,0.6398390342052314,0.0,1908,1908.0,inf,5
ORD010340,2022-06-29,CUST01812,32,Male,Alexandria,Alexandria,7295,Electronics,Tablets,2421,2,20,3873.6,Buy Now Pay Later,Budget,Flash Sale,Social Media,Smart TV,Express,4.1,False,Social Media,209174.4,71.0,6,2022,Wednesday,Q2,Summer,2021-09-25,277,1936.8,1.2989939637826962,484.2,4842,3873.6,7.0,6
ORD010341,2023-07-10,CUST01324,36,Male,Tanta,Delta,9306,Home & Garden,Appliance,2138,3,0,6414.0,Digital Wallet,Premium,No Campaign,Radio,Mobile,Next Day,4.6,False,Print Ad,207813.6,93.0,7,2023,Monday,Q3,Summer,2021-04-23,808,2138.0,2.1509054325955734,0.0,6414,6414.0,inf,4
ORD010342,2021-06-23,CUST02478,63,Female,Sharm El Sheikh,Red Sea,11293,Health,Wellness,568,3,0,1704.0,Mobile Payment,Premium,No Campaign,Referral,Tablet,Next Day,4.5,False,Organic Search,59299.2,82.0,6,2021,Wednesday,Q2,Summer,2021-06-02,21,568.0,0.5714285714285714,0.0,1704,1704.0,inf,3
ORD010343,2023-08-15,CUST00175,20,Male,Sharm El Sheikh,Red Sea,5865,Books,Children,483,2,0,966.0,Digital Wallet,Budget,No Campaign,TV,Desktop,Standard,3.5,False,Partnership,23184.0,50.0,8,2023,Tuesday,Q3,Summer,2021-04-28,839,483.0,0.323943661971831,0.0,966,966.0,inf,8
ORD010344,2022-06-14,CUST01921,30,Male,Tanta,Delta,6531,Electronics,Cameras,6789,1,28,4888.08,Mobile Payment,Regular,Summer Sale,Direct,Mobile,Standard,4.3,False,Partnership,41059.87,85.0,6,2022,Tuesday,Q2,Summer,2021-03-04,467,4888.08,1.639195171026157,1900.92,6789,4888.08,1.5714285714285714,5
ORD010345,2021-11-07,CUST01697,37,Male,Damanhur,Delta,8411,Health,Personal Care,521,2,19,844.02,Mobile Payment,Premium,Holiday Special,Affiliate,Desktop,Express,4.5,False,Social Media,28359.07,93.0,11,2021,Sunday,Q4,Fall,2021-10-12,26,422.01,0.28303822937625756,98.99,1042,844.02,7.526315789473684,3
ORD010346,2021-04-20,CUST00899,31,Female,Minya,Upper Egypt,6124,Clothing,Formal,183,2,36,-234.24,Cryptocurrency,Budget,Ramadan,Print,Desktop,Express,4.4,True,Email,-9556.99,81.0,4,2021,Tuesday,Q2,Spring,2021-02-07,72,-117.12,-0.0785513078470825,65.88,366,-234.24,-4.555555555555556,9
ORD010347,2023-06-22,CUST01047,56,Male,Suez,Suez Canal,11300,Electronics,Gaming,5453,3,0,16359.0,Debit Card,Regular,No Campaign,TV,Mobile,Express,3.8,False,Social Media,981540.0,69.0,6,2023,Thursday,Q2,Summer,2021-02-22,850,5453.0,5.485915492957746,0.0,16359,16359.0,inf,2
ORD010348,2022-03-23,CUST02482,20,Male,Zagazig,Delta,4731,Software,Business,626,1,23,482.02,Mobile Payment,First-time,Mother Day,Influencer,Mobile,Store Pickup,4.2,False,Affiliate,24293.81,78.0,3,2022,Wednesday,Q1,Spring,2021-01-06,441,482.02,0.1616431924882629,143.98,626,482.02,2.3478260869565215,4
ORD010349,2023-05-02,CUST01362,42,Female,Zagazig,Delta,5063,Home & Garden,Furniture,1820,3,0,5460.0,Debit Card,Budget,No Campaign,Mobile App,Mobile,Express,3.0,False,Print Ad,196560.0,51.0,5,2023,Tuesday,Q2,Spring,2021-12-31,487,1820.0,1.8309859154929577,0.0,5460,5460.0,inf,6
ORD010350,2024-01-08,CUST02841,65,Male,Damanhur,Delta,10439,Books,Religion,476,2,10,856.8,Debit Card,Regular,New Year,Influencer,Mobile,Store Pickup,4.0,False,Print Ad,40098.24,70.0,1,2024,Monday,Q1,Winter,2021-11-18,781,428.4,0.28732394366197184,47.6,952,856.8,16.999999999999996,6
ORD010351,2023-03-17,CUST02296,44,Male,Alexandria,Alexandria,12971,Travel,Electronics,946,3,33,1901.46,Credit Card,VIP,Spring Sale,Social Media,Mobile,Express,4.1,False,Social Media,102678.84,60.0,3,2023,Friday,Q1,Spring,2021-02-28,747,633.82,0.6376458752515091,312.18,2838,1901.46,5.090909090909091,10
ORD010352,2023-08-27,CUST01622,66,Female,Mansoura,Delta,9711,Home & Garden,Furniture,988,3,27,2163.72,Mobile Payment,Premium,Flash Sale,Search Engine,Desktop,Express,4.4,False,Organic Search,33754.03,93.0,8,2023,Sunday,Q3,Summer,2021-06-28,790,721.2399999999999,0.7255935613682092,266.76,2964,2163.72,7.111111111111111,3
ORD010353,2023-07-14,CUST00052,43,Female,Damanhur,Delta,7028,Automotive,Tires,1234,1,37,777.42,Mobile Payment,Regular,Summer Sale,Print,Mobile,Standard,4.3,False,Referral,16792.27,87.0,7,2023,Friday,Q3,Summer,2021-10-19,633,777.42,0.2607042253521127,456.58,1234,777.42,0.7027027027027026,5
ORD010354,2023-08-14,CUST00440,57,Male,Sohag,Upper Egypt,3980,Travel,Comfort,1973,3,31,4084.11,Cash on Delivery,First-time,Flash Sale,Email,Mobile,Standard,3.7,False,TV Ad,98018.64,58.0,8,2023,Monday,Q3,Summer,2021-03-03,894,1361.3700000000001,1.3695875251509055,611.63,5919,4084.11,5.67741935483871,2
